source_id,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag
231471283823814272,155.25131043196748,-8.222860120457957,1.970181096787702,0.013900446,13.384285894737138,0.016479088,-8.128460410985214,0.012101501,22.789,2.5270562,12.149244
231475617449889408,155.1283137956607,-8.197709881273017,3.6901270607431553,0.024270518,13.826350295906604,0.03585737,-3.063842865305496,0.024047395,-4.440092,1.3789848,13.018115
231487093602401920,155.50417243861878,-7.900803878945273,1.40419226746901,0.015609396,-6.356661707068917,0.017871479,-4.461034368331603,0.012776729,-18.287556,1.9986429,12.90339
231494584025290496,155.36301192592373,-7.716875534396138,0.16174878070826226,0.01568414,-0.8414965987016173,0.015633443,-1.1877691804293322,0.012003896,-50.89304,0.50591385,13.195162
231497126646038528,155.2509185673627,-8.02904582494397,1.3460235382045633,0.01479952,-3.2526220334050087,0.016564291,2.4441861459813827,0.012114145,-5.551235,0.2211696,10.576122
231497332804451328,155.2626405707241,-7.9882384567014215,0.618281381398937,0.015017725,2.838200826199392,0.018008387,-3.7534343066891345,0.0132022,-7.091546,0.36614087,12.805698
231518154808226944,155.82502410755234,-7.724603667215528,1.0330738555079257,0.019045947,5.589770463658257,0.020914583,-7.938535809314703,0.014859908,2.5926328,4.297219,13.8620615
231531001048758656,155.71697605917078,-7.702223444822141,0.35623908259673037,0.016635701,2.0642437961445568,0.01811752,-2.520124559228865,0.012679914,19.617023,1.0072262,13.282741
231537911657663488,155.62059080071992,-7.513321622528417,0.648533915709146,0.02073595,-0.6101673482542278,0.021858837,-3.280239614831978,0.017151857,-63.724976,0.20133467,11.465009
231544268209204352,155.60715788867225,-7.4283544867660485,1.3025146520809505,0.016074372,6.578855278793386,0.016593317,-10.670531205731429,0.013912755,22.344795,2.036319,13.526456
231544852324712704,155.58491276844,-7.367942892715238,1.3277223735183168,0.018121695,7.658267782842671,0.019210694,-9.10361816834372,0.014910631,2.959306,3.9164977,13.981556
231549044212731264,155.92749881152193,-7.2149026689754825,2.828167539201077,0.4703287,5.430432464211661,0.5340661,-4.216711084899221,0.3980751,76.35318,3.0952554,13.480643
231556981312613888,155.74420381606504,-7.029245972776531,5.27615973075751,0.019997658,73.87491991470054,0.02430567,-48.13447919468436,0.01647844,40.644527,0.2601768,10.762326
231562856827331072,155.76786239770203,-6.955549899116173,0.38268329148139735,0.025934495,1.5118133755543548,0.029582443,-1.2489741637269063,0.020022443,-30.40639,0.20006076,11.16713
231572477554116480,155.53599309129768,-7.045324062368144,3.1517988600834888,0.034288157,-3.599398385265706,0.03848083,-4.060243968229858,0.029984418,-26.414354,3.3599455,13.565862
231582682396154112,155.5702101787932,-6.707036386853942,4.049933150781561,0.015293547,-32.325956147851315,0.018435815,-11.399563350072244,0.011828244,-4.6631536,1.5762669,13.337556
231586771205551360,155.49238816977234,-7.427232812440085,0.8833291010162556,0.019109141,-0.2822033969718549,0.020038813,-7.8202909366877815,0.017557036,-81.8964,2.7628634,13.933733
